,MovieID,RatingSum,RatingCount,WeightedRatingSum,InputGenre
1465,2924,520,133,121,Comedy
1466,1614,1404,428,120,Comedy
1467,3466,777,219,120,Comedy
1468,3614,1745,542,119,Comedy
1469,1701,970,284,118,Comedy
1470,799,1132,338,118,Comedy
1471,3538,645,176,117,Comedy
1472,2870,693,193,114,Comedy
1473,344,2412,766,114,Comedy
1474,3566,1025,304,113,Comedy
1475,3247,2110,666,112,Comedy
1476,3617,1369,419,112,Comedy
1477,901,634,174,112,Comedy
1478,2747,1179,356,111,Comedy
1479,2413,1439,443,110,Comedy
1480,663,902,264,110,Comedy
1481,2405,2129,673,110,Comedy
1482,1236,377,90,107,Comedy
1483,2694,2480,791,107,Comedy
1484,3925,478,124,106,Comedy
1485,3028,523,139,106,Comedy
1486,3727,549,148,105,Comedy
1487,2581,1977,624,105,Comedy
1488,837,758,218,104,Comedy
1489,1884,997,298,103,Comedy
1490,1827,408,102,102,Comedy
1491,2349,603,167,102,Comedy
1492,1194,737,212,101,Comedy
1493,417,725,208,101,Comedy
1494,3266,563,154,101,Comedy
1495,1414,604,168,100,Comedy
1496,2457,876,259,99,Comedy
1497,252,1200,367,99,Comedy
1498,236,1077,326,99,Comedy
1499,2736,773,225,98,Comedy
1500,3040,1043,315,98,Comedy
1501,2110,1198,367,97,Comedy
1502,907,412,105,97,Comedy
1503,1395,981,295,96,Comedy
1504,468,1145,350,95,Comedy
1505,1020,1270,392,94,Comedy
1506,1918,2101,669,94,Comedy
1507,1648,674,194,92,Comedy
1508,586,2116,675,91,Comedy
1509,3928,709,206,91,Comedy
1510,2891,646,185,91,Comedy
1511,3096,368,93,89,Comedy
1512,351,859,257,88,Comedy
1513,1162,375,96,87,Comedy
1514,1083,579,164,87,Comedy
1515,2596,503,139,86,Comedy
1516,3422,714,210,84,Comedy
1517,3712,1179,365,84,Comedy
1518,2155,885,267,84,Comedy
1519,927,334,84,82,Comedy
1520,574,603,175,78,Comedy
1521,2724,2028,650,78,Comedy
1522,1934,309,77,78,Comedy
1523,3157,1638,520,78,Comedy
1524,1135,1298,407,77,Comedy
1525,2879,568,164,76,Comedy
1526,2102,667,197,76,Comedy
1527,3565,905,277,74,Comedy
1528,1184,346,91,73,Comedy
1529,1895,991,306,73,Comedy
1530,2239,363,97,72,Comedy
1531,2436,438,122,72,Comedy
1532,2111,1007,312,71,Comedy
1533,3613,353,94,71,Comedy
1534,3622,322,84,70,Comedy
1535,2478,1774,569,67,Comedy
1536,1875,558,164,66,Comedy
1537,372,1350,428,66,Comedy
1538,3076,345,93,66,Comedy
1539,216,1130,355,65,Comedy
1540,2431,1487,474,65,Comedy
1541,3599,374,103,65,Comedy
1542,1010,791,242,65,Comedy
1543,1794,518,151,65,Comedy
1544,3099,884,273,65,Comedy
1545,450,748,228,64,Comedy
1546,2238,295,77,64,Comedy
1547,3882,766,234,64,Comedy
1548,2567,967,302,61,Comedy
1549,3506,562,167,61,Comedy
1550,2295,282,74,60,Comedy
1551,72,338,93,59,Comedy
1552,3308,940,294,58,Comedy
1553,3275,333,92,57,Comedy
1554,2696,299,81,56,Comedy
1555,2506,545,163,56,Comedy
1556,1904,394,113,55,Comedy
1557,1014,463,136,55,Comedy
1558,3787,243,63,54,Comedy
1559,289,528,158,54,Comedy
1560,2861,1116,354,54,Comedy
1561,2416,1115,354,53,Comedy
1562,2261,536,161,53,Comedy
1563,171,332,93,53,Comedy
1564,205,307,85,52,Comedy
1565,2029,279,76,51,Comedy
1566,2262,1029,326,51,Comedy
1567,2718,1199,383,50,Comedy
1568,3525,1130,360,50,Comedy
1569,1425,553,168,49,Comedy
1570,2836,537,163,48,Comedy
1571,635,279,77,48,Comedy
1572,449,260,71,47,Comedy
1573,3264,1583,512,47,Comedy
1574,700,482,145,47,Comedy
1575,3086,290,81,47,Comedy
1576,2249,763,239,46,Comedy
1577,1937,235,63,46,Comedy
1578,3786,598,184,46,Comedy
1579,1858,562,172,46,Comedy
1580,935,258,71,45,Comedy
1581,1202,260,72,44,Comedy
1582,2073,242,66,44,Comedy
1583,3417,262,73,43,Comedy
1584,1571,178,45,43,Comedy
1585,3046,297,85,42,Comedy
1586,1180,192,50,42,Comedy
1587,2709,737,232,41,Comedy
1588,1821,674,211,41,Comedy
1589,2618,179,46,41,Comedy
1590,1753,634,198,40,Comedy
1591,2331,577,179,40,Comedy
1592,1546,187,49,40,Comedy
1593,3739,159,40,39,Comedy
1594,3784,534,165,39,Comedy
1595,1689,795,252,39,Comedy
1596,1824,350,104,38,Comedy
1597,371,674,212,38,Comedy
1598,3869,1331,431,38,Comedy
1599,3241,209,57,38,Comedy
1600,2361,512,158,38,Comedy
1601,3851,158,40,38,Comedy
1602,107,806,256,38,Comedy
1603,1870,253,72,37,Comedy
1604,156,235,66,37,Comedy
1605,735,339,101,36,Comedy
1606,3515,612,192,36,Comedy
1607,2738,273,79,36,Comedy
1608,2874,236,67,35,Comedy
1609,2697,179,48,35,Comedy
1610,1513,2300,755,35,Comedy
1611,2774,239,68,35,Comedy
1612,3794,397,121,34,Comedy
1613,3865,475,147,34,Comedy
1614,1016,502,156,34,Comedy
1615,1516,190,52,34,Comedy
1616,2290,397,121,34,Comedy
1617,2247,1129,365,34,Comedy
1618,3534,1548,505,33,Comedy
1619,2880,249,72,33,Comedy
1620,3284,168,45,33,Comedy
1621,2860,417,128,33,Comedy
1622,937,165,44,33,Comedy
1623,2136,699,222,33,Comedy
1624,324,131,33,32,Comedy
1625,2014,572,180,32,Comedy
1626,390,209,59,32,Comedy
1627,1910,154,41,31,Comedy
1628,1018,400,123,31,Comedy
1629,3133,156,42,30,Comedy
1630,1564,138,36,30,Comedy
1631,568,135,35,30,Comedy
1632,705,138,36,30,Comedy
1633,2037,191,54,29,Comedy
1634,1457,827,266,29,Comedy
1635,1809,137,36,29,Comedy
1636,2499,184,52,28,Comedy
1637,68,207,60,27,Comedy
1638,2681,155,43,26,Comedy
1639,988,233,69,26,Comedy
1640,187,340,105,25,Comedy
1641,1241,235,70,25,Comedy
1642,3199,241,72,25,Comedy
1643,3861,748,241,25,Comedy
1644,218,610,195,25,Comedy
1645,2593,130,35,25,Comedy
1646,1588,891,289,24,Comedy
1647,1541,744,240,24,Comedy
1648,3619,300,92,24,Comedy
1649,1390,387,121,24,Comedy
1650,3632,144,40,24,Comedy
1651,3132,138,38,24,Comedy
1652,3306,95,24,23,Comedy
1653,3320,158,45,23,Comedy
1654,1255,184,54,22,Comedy
1655,2151,406,128,22,Comedy
1656,1482,210,63,21,Comedy
1657,1409,1197,392,21,Comedy
1658,1812,153,44,21,Comedy
1659,298,90,23,21,Comedy
1660,2485,1251,410,21,Comedy
1661,1919,368,116,20,Comedy
1662,2626,125,35,20,Comedy
1663,3846,434,138,20,Comedy
1664,2843,89,23,20,Comedy
1665,532,1186,389,19,Comedy
1666,1405,1444,475,19,Comedy
1667,649,67,16,19,Comedy
1668,583,103,28,19,Comedy
1669,2177,267,83,18,Comedy
1670,1067,87,23,18,Comedy
1671,1612,183,55,18,Comedy
1672,3302,177,53,18,Comedy
1673,2205,116,33,17,Comedy
1674,1367,1109,364,17,Comedy
1675,2766,116,33,17,Comedy
1676,1866,584,189,17,Comedy
1677,1353,580,188,16,Comedy
1678,718,115,33,16,Comedy
1679,2325,373,119,16,Comedy
1680,2447,814,266,16,Comedy
1681,352,373,119,16,Comedy
1682,3446,133,39,16,Comedy
1683,537,637,207,16,Comedy
1684,3309,88,24,16,Comedy
1685,3532,79,21,16,Comedy
1686,453,216,67,15,Comedy
1687,970,126,37,15,Comedy
1688,1151,108,31,15,Comedy
1689,2780,261,82,15,Comedy
1690,1511,86,24,14,Comedy
1691,3567,119,35,14,Comedy
1692,771,68,18,14,Comedy
1693,1454,259,82,13,Comedy
1694,3144,160,49,13,Comedy
1695,3569,124,37,13,Comedy
1696,2049,123,37,12,Comedy
1697,3410,39,9,12,Comedy
1698,3477,825,271,12,Comedy
1699,801,375,121,12,Comedy
1700,633,72,20,12,Comedy
1701,96,51,13,12,Comedy
1702,691,375,121,12,Comedy
1703,3537,113,34,11,Comedy
1704,467,173,54,11,Comedy
1705,3045,365,118,11,Comedy
1706,3124,113,34,11,Comedy
1707,203,620,203,11,Comedy
1708,3858,218,69,11,Comedy
1709,3399,272,87,11,Comedy
1710,2098,239,76,11,Comedy
1711,3473,82,24,10,Comedy
1712,2482,100,30,10,Comedy
1713,598,34,8,10,Comedy
1714,1713,703,231,10,Comedy
1715,1002,34,8,10,Comedy
1716,2834,64,18,10,Comedy
1717,3349,85,25,10,Comedy
1718,1874,91,27,10,Comedy
1719,2723,2568,853,9,Comedy
1720,3049,120,37,9,Comedy
1721,178,66,19,9,Comedy
1722,2598,1608,533,9,Comedy
1723,3495,45,12,9,Comedy
1724,3240,108,33,9,Comedy
1725,2772,746,246,8,Comedy
1726,2659,146,46,8,Comedy
1727,3,1442,478,8,Comedy
1728,2418,338,110,8,Comedy
1729,513,209,67,8,Comedy
1730,2577,92,28,8,Comedy
1731,2837,71,21,8,Comedy
1732,2342,41,11,8,Comedy
1733,811,35,9,8,Comedy
1734,496,119,37,8,Comedy
1735,1848,539,177,8,Comedy
1736,751,53,15,8,Comedy
1737,2128,83,25,8,Comedy
1738,1906,103,32,7,Comedy
1739,3785,1846,613,7,Comedy
1740,2923,58,17,7,Comedy
1741,3282,37,10,7,Comedy
1742,2156,34,9,7,Comedy
1743,864,43,12,7,Comedy
1744,3905,31,8,7,Comedy
1745,106,43,12,7,Comedy
1746,2582,205,66,7,Comedy
1747,1317,127,40,7,Comedy
1748,2215,42,12,6,Comedy
1749,860,36,10,6,Comedy
1750,189,51,15,6,Comedy
1751,1585,90,28,6,Comedy
1752,2035,177,57,6,Comedy
1753,958,44,13,5,Comedy
1754,3497,293,96,5,Comedy
1755,570,74,23,5,Comedy
1756,304,110,35,5,Comedy
1757,2897,65,20,5,Comedy
1758,1896,146,47,5,Comedy
1759,3232,20,5,5,Comedy
1760,863,35,10,5,Comedy
1761,2444,20,5,5,Comedy
1762,3640,41,12,5,Comedy
1763,753,101,32,5,Comedy
1764,3943,293,96,5,Comedy
1765,2913,56,17,5,Comedy
1766,118,209,68,5,Comedy
1767,3233,10,2,4,Comedy
1768,2962,34,10,4,Comedy
1769,3012,34,10,4,Comedy
1770,1871,16,4,4,Comedy
1771,2675,34,10,4,Comedy
1772,2999,16,4,4,Comedy
1773,2699,4105,1367,4,Comedy
1774,359,61,19,4,Comedy
1775,3140,31,9,4,Comedy
1776,1174,19,5,4,Comedy
1777,1642,226,74,4,Comedy
1778,294,130,42,4,Comedy
1779,129,43,13,4,Comedy
1780,1444,27,8,3,Comedy
1781,550,537,178,3,Comedy
1782,2768,42,13,3,Comedy
1783,3817,51,16,3,Comedy
1784,2252,561,186,3,Comedy
1785,3885,81,26,3,Comedy
1786,2299,15,4,3,Comedy
1787,3003,26,8,2,Comedy
1788,2811,8,2,2,Comedy
1789,1629,329,109,2,Comedy
1790,1830,5,1,2,Comedy
1791,3057,8,2,2,Comedy
1792,3419,41,13,2,Comedy
1793,1857,74,24,2,Comedy
1794,939,35,11,2,Comedy
1795,3120,392,130,2,Comedy
1796,3353,8,2,2,Comedy
1797,1903,20,6,2,Comedy
1798,3862,62,20,2,Comedy
1799,5,890,296,2,Comedy
1800,3242,11,3,2,Comedy
1801,3601,8,2,2,Comedy
1802,2767,77,25,2,Comedy
1803,2510,11,3,2,Comedy
1804,84,65,21,2,Comedy
1805,3607,5,1,2,Comedy
1806,2195,406,135,1,Comedy
1807,3562,79,26,1,Comedy
1808,2172,13,4,1,Comedy
1809,3530,4,1,1,Comedy
1810,3531,82,27,1,Comedy
1811,3603,10,3,1,Comedy
1812,3719,136,45,1,Comedy
1813,1561,13,4,1,Comedy
1814,3611,46,15,1,Comedy
1815,1854,145,48,1,Comedy
1816,3337,7,2,1,Comedy
1817,717,4,1,1,Comedy
1818,2865,61,20,1,Comedy
1819,2251,7,2,1,Comedy
1820,1861,10,3,1,Comedy
1821,3381,7,2,1,Comedy
1822,2031,112,37,1,Comedy
1823,1463,103,34,1,Comedy
1824,2543,7,2,1,Comedy
1825,3866,19,6,1,Comedy
1826,2223,10,3,1,Comedy
1827,3131,7,2,1,Comedy
1828,3874,72,24,0,Comedy
1829,657,6,2,0,Comedy
1830,664,24,8,0,Comedy
1831,734,9,3,0,Comedy
1832,1764,3,1,0,Comedy
1833,2556,3,1,0,Comedy
1834,1330,348,116,0,Comedy
1835,3595,12,4,0,Comedy
1836,576,3,1,0,Comedy
1837,402,3,1,0,Comedy
1838,3184,15,5,0,Comedy
1839,807,42,14,0,Comedy
1840,3752,1680,560,0,Comedy
1841,2685,12,4,0,Comedy
1842,1843,3,1,0,Comedy
1843,603,174,58,0,Comedy
1844,559,15,5,0,Comedy
1845,3323,3,1,0,Comedy
1846,776,12,4,0,Comedy
1847,1817,36,12,0,Comedy
1848,3235,213,71,0,Comedy
1849,1565,51,17,0,Comedy
1850,3290,3,1,0,Comedy
1851,868,3,1,0,Comedy
1852,582,6,2,0,Comedy
1853,3748,6,2,0,Comedy
1854,3620,150,50,0,Comedy
1855,2584,3,1,0,Comedy
1856,1113,150,50,0,Comedy
1857,2742,2,1,-1,Comedy
1858,2586,74,25,-1,Comedy
1859,1436,26,9,-1,Comedy
1860,2623,11,4,-1,Comedy
1861,3631,8,3,-1,Comedy
1862,651,2,1,-1,Comedy
1863,2378,1238,413,-1,Comedy
1864,1630,2,1,-1,Comedy
1865,2426,80,27,-1,Comedy
1866,3778,17,6,-1,Comedy
1867,3321,2,1,-1,Comedy
1868,2257,50,17,-1,Comedy
1869,3322,11,4,-1,Comedy
1870,2507,161,54,-1,Comedy
1871,1886,11,4,-1,Comedy
1872,2484,2,1,-1,Comedy
1873,644,2,1,-1,Comedy
1874,566,38,13,-1,Comedy
1875,3722,2,1,-1,Comedy
1876,1553,11,4,-1,Comedy
1877,3828,5,2,-1,Comedy
1878,2060,548,183,-1,Comedy
1879,641,1,1,-2,Comedy
1880,1115,1,1,-2,Comedy
1881,1539,31,11,-2,Comedy
1882,3460,1,1,-2,Comedy
1883,1888,1159,387,-2,Comedy
1884,2339,79,27,-2,Comedy
1885,1528,4,2,-2,Comedy
1886,310,16,6,-2,Comedy
1887,2591,4,2,-2,Comedy
1888,1133,4,2,-2,Comedy
1889,2217,1,1,-2,Comedy
1890,2213,1,1,-2,Comedy
1891,2191,28,10,-2,Comedy
1892,133,1,1,-2,Comedy
1893,287,61,21,-2,Comedy
1894,655,1,1,-2,Comedy
1895,2765,19,7,-2,Comedy
1896,2472,277,93,-2,Comedy
1897,2483,73,25,-2,Comedy
1898,2545,34,12,-2,Comedy
1899,1532,16,6,-2,Comedy
1900,3924,76,26,-2,Comedy
1901,2317,21,8,-3,Comedy
1902,1622,12,5,-3,Comedy
1903,2095,336,113,-3,Comedy
1904,975,3,2,-3,Comedy
1905,1864,30,11,-3,Comedy
1906,3830,72,25,-3,Comedy
1907,2032,117,40,-3,Comedy
1908,1558,3,2,-3,Comedy
1909,1098,12,5,-3,Comedy
1910,1107,6,3,-3,Comedy
1911,643,6,3,-3,Comedy
1912,3818,17,7,-4,Comedy
1913,3014,143,49,-4,Comedy
1914,3883,41,15,-4,Comedy
1915,2487,17,7,-4,Comedy
1916,2417,218,74,-4,Comedy
1917,1703,182,62,-4,Comedy
1918,834,8,4,-4,Comedy
1919,2587,302,102,-4,Comedy
1920,2246,38,14,-4,Comedy
1921,3407,5,3,-4,Comedy
1922,3899,5,3,-4,Comedy
1923,3491,194,66,-4,Comedy
1924,3228,2,2,-4,Comedy
1925,1782,20,8,-4,Comedy
1926,634,5,3,-4,Comedy
1927,2977,131,45,-4,Comedy
1928,1816,299,101,-4,Comedy
1929,2350,53,19,-4,Comedy
1930,788,2840,948,-4,Comedy
1931,2509,50,18,-4,Comedy
1932,2864,79,28,-5,Comedy
1933,804,694,233,-5,Comedy
1934,38,79,28,-5,Comedy
1935,411,34,13,-5,Comedy
1936,1160,13,6,-5,Comedy
1937,1007,691,232,-5,Comedy
1938,2631,10,5,-5,Comedy
1939,1455,61,22,-5,Comedy
1940,3123,3,3,-6,Comedy
1941,1433,9,5,-6,Comedy
1942,2849,84,30,-6,Comedy
1943,2829,464,157,-7,Comedy
1944,2752,548,185,-7,Comedy
1945,1473,113,40,-7,Comedy
1946,569,293,100,-7,Comedy
1947,3013,188,65,-7,Comedy
1948,295,80,29,-7,Comedy
1949,119,32,13,-7,Comedy
1950,2055,119,42,-7,Comedy
1951,2040,377,128,-7,Comedy
1952,237,764,257,-7,Comedy
1953,3900,92,33,-7,Comedy
1954,618,19,9,-8,Comedy
1955,2372,706,238,-8,Comedy
1956,2244,13,7,-8,Comedy
1957,847,13,7,-8,Comedy
1958,1793,31,13,-8,Comedy
1959,3944,19,9,-8,Comedy
1960,3544,283,97,-8,Comedy
1961,1581,168,59,-9,Comedy
1962,1677,102,37,-9,Comedy
1963,3777,24,11,-9,Comedy
1964,2809,51,20,-9,Comedy
1965,2914,24,11,-9,Comedy
1966,243,21,10,-9,Comedy
1967,3395,156,55,-9,Comedy
1968,278,110,40,-10,Comedy
1969,3597,101,37,-10,Comedy
1970,1494,47,19,-10,Comedy
1971,2751,152,54,-10,Comedy
1972,433,134,48,-10,Comedy
1973,2356,278,96,-10,Comedy
1974,3721,62,24,-10,Comedy
1975,1167,272,94,-10,Comedy
1976,1878,22,11,-11,Comedy
1977,476,94,35,-11,Comedy
1978,984,88,33,-11,Comedy
1979,2792,1663,558,-11,Comedy
1980,1632,49,20,-11,Comedy
1981,228,28,13,-11,Comedy
1982,88,565,192,-11,Comedy
1983,3162,52,21,-11,Comedy
1984,3463,18,10,-12,Comedy
1985,250,78,30,-12,Comedy
1986,248,402,138,-12,Comedy
1987,499,135,49,-12,Comedy
1988,2796,708,240,-12,Comedy
1989,3590,243,85,-12,Comedy
1990,486,180,64,-12,Comedy
1991,1410,258,90,-12,Comedy
1992,3898,123,45,-12,Comedy
1993,3454,116,43,-13,Comedy
1994,472,119,44,-13,Comedy
1995,75,23,12,-13,Comedy
1996,1746,152,55,-13,Comedy
1997,619,83,32,-13,Comedy
1998,478,59,24,-13,Comedy
1999,626,43,19,-14,Comedy
2000,830,871,295,-14,Comedy
2001,3520,82,32,-14,Comedy
2002,1311,7,7,-14,Comedy
2003,212,27,14,-15,Comedy
2004,3313,45,20,-15,Comedy
2005,378,405,140,-15,Comedy
2006,274,57,24,-15,Comedy
2007,3276,122,46,-16,Comedy
2008,447,77,31,-16,Comedy
2009,1604,179,65,-16,Comedy
2010,1646,248,88,-16,Comedy
2011,3922,101,39,-16,Comedy
2012,63,317,111,-16,Comedy
2013,2978,293,103,-16,Comedy
2014,3921,124,47,-17,Comedy
2015,1853,34,17,-17,Comedy
2016,656,100,39,-17,Comedy
2017,2715,49,22,-17,Comedy
2018,2589,175,64,-17,Comedy
2019,2374,715,244,-17,Comedy
2020,1806,486,168,-18,Comedy
2021,2884,108,42,-18,Comedy
2022,3691,108,42,-18,Comedy
2023,54,105,41,-18,Comedy
2024,2148,479,166,-19,Comedy
2025,1440,224,81,-19,Comedy
2026,2038,575,198,-19,Comedy
2027,867,53,24,-19,Comedy
2028,725,254,91,-19,Comedy
2029,575,302,107,-19,Comedy
2030,1837,172,64,-20,Comedy
2031,3804,109,43,-20,Comedy
2032,1822,43,21,-20,Comedy
2033,2492,397,139,-20,Comedy
2034,2007,174,65,-21,Comedy
2035,3600,342,121,-21,Comedy
2036,239,483,168,-21,Comedy
2037,2286,108,43,-21,Comedy
2038,1550,192,71,-21,Comedy
2039,2504,522,181,-21,Comedy
2040,3909,185,69,-22,Comedy
2041,840,128,50,-22,Comedy
2042,1064,605,209,-22,Comedy
2043,1593,464,162,-22,Comedy
2044,813,118,47,-23,Comedy
2045,3239,88,37,-23,Comedy
2046,2044,132,52,-24,Comedy
2047,1377,3069,1031,-24,Comedy
2048,2052,525,183,-24,Comedy
2049,487,162,62,-24,Comedy
2050,2597,167,64,-25,Comedy
2051,2266,560,195,-25,Comedy
2052,1679,47,24,-25,Comedy
2053,135,374,133,-25,Comedy
2054,3884,95,40,-25,Comedy
2055,3343,95,40,-25,Comedy
2056,2886,74,33,-25,Comedy
2057,2888,331,119,-26,Comedy
2058,387,280,102,-26,Comedy
2059,195,466,164,-26,Comedy
2060,3626,121,49,-26,Comedy
2061,520,1096,374,-26,Comedy
2062,3326,514,180,-26,Comedy
2063,3511,171,66,-27,Comedy
2064,2072,882,303,-27,Comedy
2065,325,120,49,-27,Comedy
2066,3596,152,60,-28,Comedy
2067,3912,92,40,-28,Comedy
2068,2733,122,50,-28,Comedy
2069,460,86,38,-28,Comedy
2070,2241,358,129,-29,Comedy
2071,2552,82,37,-29,Comedy
2072,881,202,77,-29,Comedy
2073,3696,166,65,-29,Comedy
2074,639,204,78,-30,Comedy
2075,1460,252,94,-30,Comedy
2076,2491,315,115,-30,Comedy
2077,1439,108,46,-30,Comedy
2078,2794,1125,385,-30,Comedy
2079,3773,482,171,-31,Comedy
2080,1490,47,26,-31,Comedy
2081,3743,200,77,-31,Comedy
2082,2354,392,141,-31,Comedy
2083,414,239,90,-31,Comedy
2084,2255,206,79,-31,Comedy
2085,2335,1229,420,-31,Comedy
2086,1887,149,60,-31,Comedy
2087,516,712,248,-32,Comedy
2088,719,684,239,-33,Comedy
2089,564,102,45,-33,Comedy
2090,166,150,61,-33,Comedy
2091,1379,1073,369,-34,Comedy
2092,2142,569,201,-34,Comedy
2093,710,119,51,-34,Comedy
2094,505,172,69,-35,Comedy
2095,3156,1113,383,-36,Comedy
2096,2629,396,144,-36,Comedy
2097,2016,290,109,-37,Comedy
2098,275,203,80,-37,Comedy
2099,1011,368,135,-37,Comedy
2100,3901,281,106,-37,Comedy
2101,1911,1544,527,-37,Comedy
2102,2369,2482,840,-38,Comedy
2103,267,382,140,-38,Comedy
2104,1602,91,43,-38,Comedy
2105,3225,328,122,-38,Comedy
2106,3667,67,35,-38,Comedy
2107,445,261,100,-39,Comedy
2108,1640,213,84,-39,Comedy
2109,585,1215,418,-39,Comedy
2110,330,407,149,-40,Comedy
2111,870,107,49,-40,Comedy
2112,1456,151,64,-41,Comedy
2113,2082,1042,361,-41,Comedy
2114,3692,133,58,-41,Comedy
2115,1894,1371,471,-42,Comedy
2116,370,1194,412,-42,Comedy
2117,2169,348,130,-42,Comedy
2118,2786,174,72,-42,Comedy
2119,410,1346,463,-43,Comedy
2120,3669,169,71,-44,Comedy
2121,3393,109,51,-44,Comedy
2122,3031,114,53,-45,Comedy
2123,2051,258,101,-45,Comedy
2124,3324,525,190,-45,Comedy
2125,122,537,194,-45,Comedy
2126,2375,1209,418,-45,Comedy
2127,743,275,107,-46,Comedy
2128,3048,167,71,-46,Comedy
2129,2306,224,90,-46,Comedy
2130,4,464,170,-46,Comedy
2131,2735,1330,459,-47,Comedy
2132,1526,217,88,-47,Comedy
2133,612,190,79,-47,Comedy
2134,470,66,38,-48,Comedy
2135,3715,216,88,-48,Comedy
2136,2041,387,145,-48,Comedy
2137,3387,471,173,-48,Comedy
2138,2500,309,119,-48,Comedy
2139,2050,264,104,-48,Comedy
2140,2387,602,217,-49,Comedy
2141,3254,1249,433,-50,Comedy
2142,186,583,211,-50,Comedy
2143,157,511,187,-50,Comedy
2144,1839,156,69,-51,Comedy
2145,489,240,97,-51,Comedy
2146,2961,789,280,-51,Comedy
2147,3043,69,40,-51,Comedy
2148,3500,480,177,-51,Comedy
2149,2717,1642,565,-53,Comedy
2150,2170,314,123,-55,Comedy
2151,747,110,55,-55,Comedy
2152,3693,491,182,-55,Comedy
2153,174,187,81,-56,Comedy
2154,3180,154,70,-56,Comedy
2155,2606,564,207,-57,Comedy
2156,1592,279,112,-57,Comedy
2157,1021,684,247,-57,Comedy
2158,438,399,152,-57,Comedy
2159,2259,546,201,-57,Comedy
2160,444,186,81,-57,Comedy
2161,64,179,79,-58,Comedy
2162,2805,1285,448,-59,Comedy
2163,2558,645,235,-60,Comedy
2164,87,168,76,-60,Comedy
2165,2152,146,69,-61,Comedy
2166,437,131,64,-61,Comedy
2167,2385,376,146,-62,Comedy
2168,255,136,66,-62,Comedy
2169,1665,537,200,-63,Comedy
2170,3695,96,53,-63,Comedy
2171,765,450,171,-63,Comedy
2172,1468,369,144,-63,Comedy
2173,3208,729,264,-63,Comedy
2174,312,273,112,-63,Comedy
2175,305,318,127,-63,Comedy
2176,3385,360,141,-63,Comedy
2177,360,317,127,-64,Comedy
2178,637,356,140,-64,Comedy
2179,833,170,78,-64,Comedy
2180,1855,259,108,-65,Comedy
2181,2793,730,265,-65,Comedy
2182,2574,531,199,-66,Comedy
2183,3774,126,64,-66,Comedy
2184,542,551,206,-67,Comedy
2185,3177,437,168,-67,Comedy
2186,93,199,89,-68,Comedy
2187,2458,322,130,-68,Comedy
2188,3394,561,210,-69,Comedy
2189,3391,219,96,-69,Comedy
2190,276,614,228,-70,Comedy
2191,2054,3065,1045,-70,Comedy
2192,2042,508,193,-71,Comedy
2193,2027,316,129,-71,Comedy
2194,3694,115,62,-71,Comedy
2195,102,109,60,-71,Comedy
2196,1731,120,64,-72,Comedy
2197,2806,524,199,-73,Comedy
2198,3146,851,308,-73,Comedy
2199,3130,280,118,-74,Comedy
2200,3616,339,138,-75,Comedy
2201,3841,843,306,-75,Comedy
2202,2036,213,96,-75,Comedy
2203,256,578,218,-76,Comedy
2204,2149,232,103,-77,Comedy
2205,1091,1042,373,-77,Comedy
2206,2163,537,206,-81,Comedy
2207,518,366,149,-81,Comedy
2208,2498,287,123,-82,Comedy
2209,818,484,189,-83,Comedy
2210,2265,166,83,-83,Comedy
2211,258,349,144,-83,Comedy
2212,3388,810,298,-84,Comedy
2213,1453,360,148,-84,Comedy
2214,3258,933,339,-84,Comedy
2215,2468,1036,374,-86,Comedy
2216,2296,343,144,-89,Comedy
2217,3821,655,248,-89,Comedy
2218,1005,337,142,-89,Comedy
2219,3688,927,339,-90,Comedy
2220,1461,556,216,-92,Comedy
2221,3248,513,202,-93,Comedy
2222,415,444,179,-93,Comedy
2223,829,300,131,-93,Comedy
2224,3042,101,65,-94,Comedy
2225,3041,124,73,-95,Comedy
2226,3286,270,122,-96,Comedy
2227,1474,341,146,-97,Comedy
2228,1503,336,145,-99,Comedy
2229,3646,440,180,-100,Comedy
2230,12,378,160,-102,Comedy
2231,784,1051,385,-104,Comedy
2232,3754,514,206,-104,Comedy
2233,1431,591,232,-105,Comedy
2234,3325,373,160,-107,Comedy
2235,1391,3115,1074,-107,Comedy
2236,2828,255,121,-108,Comedy
2237,1863,315,142,-111,Comedy
2238,2473,465,193,-114,Comedy
2239,234,327,147,-114,Comedy
2240,413,620,245,-115,Comedy
2241,429,445,187,-116,Comedy
2242,1359,550,222,-116,Comedy
2243,473,336,151,-117,Comedy
2244,3690,249,122,-117,Comedy
2245,466,1602,573,-117,Comedy
2246,2907,521,213,-118,Comedy
2247,2408,655,259,-122,Comedy
2248,3299,404,176,-124,Comedy
2249,419,342,156,-126,Comedy
2250,1445,339,156,-129,Comedy
2251,1772,559,230,-131,Comedy
2252,3004,625,252,-131,Comedy
2253,65,295,143,-134,Comedy
2254,3689,288,141,-135,Comedy
2255,1702,771,302,-135,Comedy
2256,2379,537,225,-138,Comedy
2257,327,936,358,-138,Comedy
2258,3710,417,185,-138,Comedy
2259,2799,154,99,-143,Comedy
2260,3243,733,293,-146,Comedy
2261,3564,231,128,-153,Comedy
2262,688,485,213,-154,Comedy
2263,2471,1088,414,-154,Comedy
2264,2392,458,205,-157,Comedy
2265,374,387,183,-162,Comedy
2266,432,1011,392,-165,Comedy
2267,3392,304,157,-167,Comedy
2268,2798,308,160,-172,Comedy
